player,player_id,position,team_name,player_game_count,comp_pct_diff,ypa_diff,no_screen_accuracy_percent,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_interceptions,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_ypa,npa_accuracy_percent,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_def_gen_pressures,npa_drop_rate,npa_interceptions,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_ypa,pa_accuracy_percent,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_def_gen_pressures,pa_drop_rate,pa_interceptions,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_ypa,screen_accuracy_percent,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_def_gen_pressures,screen_drop_rate,screen_interceptions,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_ypa
Collin Schlee,98025,QB,VA TECH,6,-5.71,1.7,58.3,49,13.4,3.27,2,3.8,46.9,31,17.9,1,19.4,87.5,9.1,3,3,4.1,8.2,64.3,43,11.3,3.03,2,4.3,51.2,24,18.5,0,8.3,82.5,3.8,1,2,3.3,7.2,54.5,11,13.8,3.44,0,0.0,45.5,7,16.7,1,57.1,78.8,22.2,2,1,5.3,8.9,100.0,5,-3.2,1.3,0,0.0,80.0,0,20.0,0,,79.2,0.0,0,0,0.0,0.8
JP Pickles,183996,QB,UTEP,3,-7.14,-1.36,66.7,42,10.5,3.18,1,2.3,52.4,25,8.3,1,24.0,54.6,10.3,0,2,3.3,4.5,70.3,42,7.4,2.87,1,2.3,57.1,20,7.7,0,20.0,67.9,7.3,0,1,1.8,4.4,62.5,10,11.1,3.13,0,0.0,50.0,5,0.0,1,40.0,16.7,14.3,0,1,7.1,3.0,77.8,10,-1.9,1.57,0,0.0,70.0,0,0.0,0,,72.9,0.0,0,0,0.0,2.4
Tucker Kilcrease,156863,QB,TROY,6,-2.94,2.94,55.0,45,14.0,3.19,3,6.4,48.9,34,0.0,1,23.5,89.4,12.7,3,4,6.1,8.1,61.3,34,8.6,3.18,2,5.6,55.9,24,0.0,1,25.0,82.7,12.2,2,4,7.7,6.4,60.0,17,18.2,2.63,1,5.9,52.9,10,0.0,0,20.0,104.8,10.0,1,0,0.0,9.4,100.0,6,-2.8,1.32,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,2.3
Will Hammond,184898,QB,TEXAS TECH,4,11.25,8.83,66.7,48,11.2,2.65,3,6.1,56.3,12,10.0,2,25.0,83.9,5.3,2,4,6.8,9.2,67.6,40,7.9,2.53,3,7.3,57.5,8,8.0,0,25.0,91.9,4.4,2,1,2.1,6.1,75.0,16,11.9,2.44,0,0.0,68.8,4,8.3,2,25.0,71.9,4.8,0,3,14.3,14.9,87.5,8,-3.0,1.58,0,0.0,87.5,0,0.0,0,,85.9,0.0,0,0,0.0,4.6
Justin Lamson,144052,QB,STANFORD,8,0.21,-2.72,58.5,44,15.1,3.3,5,10.6,50.0,32,8.3,2,40.6,82.8,20.6,4,4,6.0,6.6,65.5,32,13.6,3.19,4,11.8,53.1,21,10.5,1,47.6,84.4,22.2,2,1,2.1,7.3,53.3,15,14.7,3.29,1,6.3,53.3,11,0.0,1,27.3,77.2,14.3,2,3,13.6,4.5,100.0,3,-2.0,1.67,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,2.7
Trexler Ivey,122184,QB,CHARLOTTE,4,5.01,1.88,55.8,48,10.5,2.44,2,3.8,50.0,11,0.0,2,18.2,69.9,3.8,3,3,5.3,5.4,60.5,41,8.5,2.33,2,4.4,56.1,8,0.0,2,25.0,73.5,4.5,3,3,6.3,5.0,68.8,18,4.7,2.34,0,0.0,61.1,3,0.0,0,0.0,81.5,0.0,0,0,0.0,6.8,90.9,11,-4.7,1.84,0,0.0,90.9,0,0.0,0,,91.3,0.0,0,0,0.0,5.9
Jack Tuttle,83580,QB,MICHIGAN,2,-24.12,-2.57,61.0,45,8.6,3.12,1,2.2,55.6,24,0.0,2,25.0,61.5,10.5,1,6,10.3,5.8,71.4,38,7.1,2.87,1,2.6,65.8,18,0.0,1,27.8,82.8,10.6,1,2,4.3,6.7,45.5,12,7.2,3.31,0,0.0,41.7,6,0.0,1,16.7,19.4,6.7,0,4,25.0,4.2,100.0,5,-4.6,1.42,0,0.0,100.0,0,0.0,0,,103.3,0.0,0,0,0.0,8.8
Alex Orji,158545,QB,MICHIGAN,7,1.99,0.04,50.0,37,10.8,3.35,0,0.0,40.5,27,6.3,2,11.1,53.9,5.9,3,3,5.8,3.2,57.1,23,6.0,3.07,0,0.0,52.2,17,0.0,2,17.6,22.6,8.6,0,2,5.7,3.2,66.7,24,8.5,2.99,0,0.0,54.2,11,7.1,0,0.0,100.2,0.0,3,1,3.7,3.2,100.0,10,-3.8,1.41,0,0.0,100.0,1,0.0,0,0.0,79.2,0.0,0,0,0.0,3.0
Quentin Hayes,186423,QB,AIR FORCE,8,51.48,6.24,66.7,42,12.5,3.06,4,8.3,57.1,26,7.7,2,38.5,98.0,16.7,3,2,3.0,10.6,53.8,29,14.6,2.9,2,6.7,41.4,19,14.3,2,42.1,66.5,19.0,2,2,4.5,8.6,92.9,14,7.4,3.31,2,10.5,92.9,7,0.0,0,28.6,142.6,10.5,1,0,0.0,14.8,100.0,1,-3.0,1.1,0,0.0,100.0,0,0.0,0,,100.0,0.0,0,0,0.0,8.0
Matthew Sluka,143059,QB,UNLV,3,22.03,1.74,50.0,45,19.0,3.35,6,12.5,42.2,23,13.6,1,26.1,97.3,10.5,6,3,5.0,7.1,42.9,22,17.5,3.36,4,16.7,31.8,15,22.2,0,26.7,91.9,12.9,3,2,6.1,5.7,57.7,26,17.7,3.1,2,7.4,53.8,9,6.7,1,22.2,100.3,6.7,3,1,3.2,7.4,66.7,3,-3.0,1.65,0,0.0,66.7,1,0.0,0,0.0,70.1,0.0,0,0,0.0,-1.0
Elijah Brown,183276,QB,STANFORD,3,-17.46,-0.73,66.7,43,9.6,2.79,2,4.2,53.5,30,17.9,3,26.7,58.7,14.3,2,4,6.6,6.1,77.4,31,6.5,2.59,1,3.1,64.5,17,16.7,1,29.4,78.0,13.2,1,3,7.7,6.0,56.3,17,11.6,2.76,1,4.8,47.1,13,11.1,2,23.1,43.1,13.0,1,1,3.7,5.2,100.0,5,-3.6,1.16,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,2.0
Cutter Boley,184630,QB,KENTUCKY,4,6.93,0.09,53.3,49,14.6,3.0,2,3.8,44.9,26,8.3,4,26.9,46.2,12.3,2,6,9.7,6.5,52.5,42,14.1,2.75,1,2.2,47.6,18,4.8,4,16.7,44.5,6.5,2,6,12.0,6.4,77.8,11,9.0,3.57,1,9.1,54.5,8,14.3,0,50.0,74.4,26.7,0,0,0.0,6.5,100.0,4,-2.8,2.35,0,0.0,100.0,0,0.0,0,,86.5,0.0,0,0,0.0,4.8
Nick Poulos,188474,QB,OHIO,5,28.83,5.69,57.5,48,11.1,2.97,2,3.8,43.8,24,8.7,1,12.5,67.3,5.1,2,2,3.1,5.6,55.2,37,9.4,3.0,1,2.4,37.8,21,12.5,1,9.5,39.6,4.3,0,2,3.9,4.1,66.7,12,14.3,2.76,1,7.7,66.7,3,0.0,0,33.3,138.2,7.1,2,0,0.0,9.8,100.0,1,-1.0,1.7,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,0.0
Preston Stone,124716,QB,SMU,6,-15.71,-1.01,62.5,43,15.3,3.23,4,8.7,53.5,17,8.0,1,17.6,110.3,6.0,5,2,3.8,8.3,75.8,35,8.9,2.73,3,7.7,65.7,13,8.0,0,15.4,129.7,5.0,4,1,2.3,8.3,56.3,18,16.9,3.22,1,5.6,50.0,5,0.0,1,20.0,69.7,5.0,1,1,5.0,7.3,100.0,10,-5.2,1.2,0,0.0,90.0,1,0.0,0,0.0,94.6,0.0,0,0,0.0,6.7
Noah Kim,129623,QB,COAST CAR,7,16.67,6.22,57.4,51,10.8,2.5,2,3.7,49.0,14,7.4,1,21.4,86.5,5.5,4,2,3.4,6.1,57.1,44,9.2,2.43,2,4.3,50.0,12,8.3,1,25.0,61.1,6.3,1,1,2.0,4.6,80.0,12,10.4,2.3,0,0.0,66.7,2,0.0,0,0.0,142.4,0.0,3,1,7.7,10.8,100.0,5,-3.0,1.4,0,0.0,100.0,0,0.0,0,,83.3,0.0,0,0,0.0,4.0
General Booty,71008,QB,LA MONROE,5,9.95,4.47,70.0,49,8.2,2.63,0,0.0,46.9,17,17.9,2,29.4,62.1,9.3,2,3,5.3,5.8,69.2,31,6.9,2.33,0,0.0,48.4,10,16.7,0,50.0,68.2,13.9,1,1,2.7,3.6,80.0,24,6.4,2.73,0,0.0,58.3,7,12.5,2,0.0,63.5,0.0,1,2,7.7,8.1,100.0,6,-3.7,1.22,0,0.0,100.0,0,0.0,0,,80.6,0.0,0,0,0.0,3.3
Aidan Warner,177520,QB,FLORIDA,4,-10.04,2.97,39.5,43,11.6,3.1,2,4.5,32.6,17,6.7,3,23.5,20.7,8.3,0,2,4.1,4.9,48.1,29,8.3,2.67,0,0.0,44.8,6,0.0,1,33.3,37.9,6.3,0,1,3.0,3.1,50.0,23,9.6,3.19,2,8.7,34.8,12,20.0,2,16.7,20.0,8.0,0,1,4.0,6.0,88.9,9,-2.4,1.84,0,0.0,77.8,1,12.5,0,0.0,79.2,0.0,0,0,0.0,1.8
Drew Mestemaker,190616,QB,N TEXAS,4,7.46,-2.2,71.4,36,12.9,3.05,1,2.6,63.9,20,8.0,1,20.0,106.1,9.3,2,3,6.5,10.5,66.7,31,11.8,3.08,1,3.0,61.3,18,5.0,2,16.7,91.9,8.1,2,1,2.6,10.6,81.3,16,4.9,2.01,0,0.0,68.8,2,15.4,0,50.0,94.3,5.9,0,2,11.1,8.4,72.7,11,-2.0,1.57,0,0.0,63.6,0,12.5,1,,48.7,0.0,0,0,0.0,7.5
Zevi Eckhaus,148535,QB,WASH STATE,2,-13.69,-1.61,76.7,44,10.7,2.87,2,4.3,70.5,7,6.1,2,14.3,112.5,2.2,4,4,8.0,9.7,80.5,42,9.5,2.71,2,4.5,76.2,6,3.0,2,0.0,113.9,0.0,4,3,6.5,8.7,75.0,8,8.1,2.54,0,0.0,62.5,1,16.7,0,100.0,83.9,11.1,0,1,10.0,7.1,100.0,6,-1.5,1.23,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,-0.3
Ruel Tomlinson,188241,QB,KENT STATE,4,46.67,3.43,54.2,26,9.8,3.03,0,0.0,26.9,22,46.2,2,50.0,7.5,22.9,0,2,4.2,2.5,55.6,20,8.3,2.93,0,0.0,20.0,16,60.0,1,50.0,18.8,22.9,0,1,2.9,1.4,66.7,9,8.3,2.84,0,0.0,66.7,6,0.0,1,50.0,38.0,17.6,0,1,5.9,4.8,100.0,3,-3.3,1.28,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,1.3
Javance Tupou'ata-Johnson,175766,QB,S DIEGO ST,3,-15.17,-1.33,54.5,33,13.3,3.27,1,2.8,48.5,20,11.1,2,25.0,47.0,11.1,1,5,10.2,4.7,65.5,29,9.7,2.71,1,3.2,55.2,11,15.8,1,18.2,81.8,5.9,2,2,5.6,6.0,40.0,10,14.6,3.88,0,0.0,40.0,10,0.0,1,30.0,15.4,17.6,0,3,15.0,4.7,83.3,6,-2.2,1.77,0,0.0,66.7,1,20.0,0,0.0,143.1,0.0,1,0,0.0,11.0
Michael Kern,97799,QB,WAKE,5,4.53,1.03,60.0,42,12.5,2.95,5,11.1,50.0,18,12.5,3,22.2,49.1,8.3,1,4,7.8,6.5,57.1,29,9.8,2.7,3,9.7,51.7,9,6.3,2,33.3,53.1,9.4,1,3,8.8,6.0,73.3,16,14.3,3.21,2,11.8,56.3,10,18.2,1,10.0,52.3,5.3,0,1,5.0,7.1,100.0,3,-3.0,1.9,0,0.0,100.0,1,0.0,0,0.0,86.1,0.0,0,0,0.0,4.7
Dequan Finn,97804,QB,BAYLOR,2,-10.96,-0.06,54.3,36,12.7,3.35,1,2.4,50.0,19,5.3,2,21.1,67.2,9.3,2,3,6.3,6.8,60.9,24,9.8,3.43,1,3.7,58.3,13,0.0,2,15.4,59.7,6.9,1,2,6.3,7.2,57.9,19,10.3,2.8,0,0.0,47.4,6,18.2,0,33.3,106.3,9.5,2,1,4.3,7.1,85.7,7,-3.3,2.04,0,0.0,71.4,0,16.7,0,,139.3,0.0,1,0,0.0,9.1
Henry Belin IV,162693,QB,DUKE,2,-2.37,-1.01,51.5,36,12.2,3.15,0,0.0,47.2,21,0.0,1,0.0,70.8,0.0,2,2,5.0,5.4,60.7,29,8.0,2.79,0,0.0,58.6,15,0.0,1,0.0,83.5,0.0,2,2,6.3,5.8,64.3,16,10.3,2.97,0,0.0,56.3,8,0.0,0,0.0,68.8,0.0,0,0,0.0,4.8,100.0,9,-3.7,1.59,0,0.0,100.0,2,0.0,0,0.0,89.4,0.0,0,0,0.0,5.4
Eddie Lee Marburger,145511,QB,UTSA,6,29.33,-2.32,55.2,31,10.2,2.73,2,6.3,48.4,16,6.3,2,12.5,61.0,5.3,2,1,2.6,5.7,54.2,25,8.8,2.58,2,8.0,44.0,14,15.4,2,14.3,60.1,6.3,2,1,3.1,6.7,78.6,15,4.5,2.41,0,0.0,73.3,5,0.0,1,0.0,53.8,0.0,0,0,0.0,4.4,88.9,9,-2.3,1.67,0,0.0,77.8,3,12.5,1,0.0,53.0,0.0,0,0,0.0,6.2
Robby Ashford,131702,QB,S CAROLINA,6,-30.36,0.18,81.0,23,14.1,3.24,2,7.4,65.2,16,11.8,0,37.5,134.9,16.2,2,2,4.9,11.9,94.4,19,6.3,2.94,0,0.0,84.2,11,5.9,0,45.5,126.1,16.1,1,2,5.9,10.1,66.7,13,14.3,2.96,3,20.0,53.8,6,12.5,0,16.7,115.2,6.3,1,0,0.0,10.2,88.9,9,-1.2,1.85,1,10.0,88.9,1,0.0,0,0.0,90.3,0.0,0,0,0.0,5.7
Ty Thompson,146568,QB,TULANE,6,0.75,-2.45,44.1,37,12.4,3.46,2,4.8,37.8,11,6.7,3,9.1,45.9,2.4,3,2,4.2,4.6,47.1,19,10.2,3.45,0,0.0,42.1,7,0.0,1,14.3,58.9,4.3,1,1,3.6,6.3,50.0,21,11.9,3.18,2,9.1,42.9,4,10.0,2,0.0,45.8,0.0,2,1,4.3,3.8,100.0,3,-4.0,1.37,0,0.0,100.0,0,0.0,0,,108.3,0.0,0,0,0.0,10.0
Hank Brown,172439,QB,AUBURN,3,8.05,7.65,71.1,41,10.0,2.26,2,4.8,58.5,10,11.1,3,0.0,99.7,0.0,6,3,7.0,9.5,70.4,29,7.2,2.01,1,3.3,58.6,5,10.5,2,0.0,72.5,0.0,2,2,6.7,6.6,78.6,15,12.2,2.46,1,6.7,66.7,5,9.1,1,0.0,121.5,0.0,4,1,6.3,14.2,100.0,3,-4.3,0.83,0,0.0,100.0,0,0.0,0,,83.3,0.0,0,0,0.0,4.0
Gavin Wimsatt,155757,QB,KENTUCKY,6,-3.85,4.31,50.0,37,17.0,3.04,6,14.6,37.8,15,17.6,4,20.0,52.9,7.1,3,5,10.6,7.6,60.9,26,14.1,3.16,4,14.3,42.3,11,21.4,2,9.1,42.8,3.4,1,3,9.4,5.9,38.5,13,19.2,2.63,2,13.3,38.5,4,0.0,2,50.0,76.8,13.3,2,2,11.8,10.2,100.0,2,-2.0,1.8,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,2.0
Drew Devillier,190639,QB,RICE,3,24.55,-0.27,57.1,31,7.6,2.49,0,0.0,48.4,12,6.3,0,16.7,58.0,5.6,0,2,5.3,3.7,59.3,32,5.8,2.34,0,0.0,46.9,12,6.3,0,16.7,56.0,5.6,0,2,5.6,3.6,71.4,7,6.0,2.58,0,0.0,71.4,1,0.0,0,0.0,75.3,0.0,0,0,0.0,3.3,83.3,8,-2.5,1.93,0,0.0,62.5,1,0.0,0,0.0,66.7,0.0,0,0,0.0,2.6
Steve Angeli,156966,QB,NOTRE DAME,8,-4.36,0.41,79.3,30,10.0,2.91,2,6.5,63.3,15,17.4,0,33.3,120.4,13.5,3,0,0.0,7.7,83.3,25,6.3,2.6,1,3.8,68.0,10,15.0,0,40.0,115.9,13.8,2,0,0.0,7.3,81.8,11,11.6,2.99,1,9.1,63.6,6,22.2,0,16.7,117.6,7.1,1,0,0.0,7.7,100.0,6,-1.8,1.63,0,0.0,83.3,1,16.7,0,0.0,91.7,0.0,0,0,0.0,6.0
Blake Baker,170448,QB,LA TECH,2,-5.56,-5.95,69.2,28,10.3,2.68,0,0.0,50.0,16,22.2,2,25.0,67.9,11.1,1,1,2.6,10.1,80.0,27,7.3,2.48,0,0.0,55.6,11,25.0,1,18.2,76.0,6.3,0,1,3.1,10.3,50.0,8,8.9,2.46,0,0.0,50.0,5,0.0,2,40.0,62.0,18.2,1,0,0.0,4.4,85.7,7,-2.1,1.47,0,0.0,71.4,0,16.7,1,,41.1,0.0,0,0,0.0,4.6
Braxton Woodson,175276,QB,NAVY,3,6.55,10.31,60.6,34,8.7,2.52,0,0.0,50.0,8,15.0,2,25.0,68.0,5.0,2,0,0.0,7.0,62.5,25,6.7,2.31,0,0.0,48.0,4,20.0,2,25.0,37.1,3.4,1,0,0.0,3.6,60.0,11,12.0,2.81,0,0.0,54.5,4,0.0,0,25.0,129.9,7.7,1,0,0.0,13.9,100.0,2,-5.0,1.45,0,0.0,50.0,0,0.0,0,,56.3,0.0,0,0,0.0,2.5
Conner Harrell,156352,QB,N CAROLINA,4,7.37,5.21,55.0,22,17.1,3.38,0,0.0,45.5,10,9.1,1,20.0,86.9,7.4,2,1,2.9,8.5,65.2,24,8.0,2.71,0,0.0,54.2,6,13.3,1,16.7,67.9,3.7,1,1,3.3,5.8,72.7,13,9.3,3.02,0,0.0,61.5,5,0.0,0,20.0,124.8,6.7,1,0,0.0,11.0,85.7,15,-3.9,1.81,0,0.0,73.3,1,8.3,0,0.0,89.3,0.0,0,0,0.0,6.3
Gabarri Johnson,175905,QB,OREGON ST,6,-8.19,1.91,54.5,25,10.0,3.3,0,0.0,44.0,14,8.3,1,35.7,44.6,13.2,0,2,5.3,5.4,64.7,19,7.9,3.27,0,0.0,52.6,11,9.1,0,36.4,69.0,13.3,0,1,3.3,5.5,50.0,9,9.4,3.16,0,0.0,44.4,3,0.0,1,33.3,30.6,9.1,0,1,9.1,7.4,100.0,3,-3.7,2.57,0,0.0,100.0,0,0.0,0,,118.1,0.0,0,0,0.0,12.3
Justyn Martin,162461,QB,UCLA,3,-33.33,-5.03,72.0,27,6.4,2.69,0,0.0,63.0,21,5.6,0,14.3,92.8,9.1,1,1,3.0,6.2,75.9,30,4.1,2.6,0,0.0,73.3,18,0.0,0,16.7,87.5,8.6,0,1,2.9,5.8,75.0,5,2.0,2.42,0,0.0,40.0,4,33.3,0,0.0,87.5,0.0,1,0,0.0,0.8,87.5,8,-4.4,2.1,0,0.0,87.5,1,0.0,0,0.0,79.2,0.0,0,0,0.0,1.4
Jackson Stratton,157206,QB,IOWA,3,-14.0,-2.04,73.1,29,8.1,2.63,0,0.0,58.6,16,10.5,0,12.5,69.9,5.9,0,0,0.0,4.6,75.0,25,7.3,2.31,0,0.0,64.0,9,11.1,0,11.1,97.3,3.6,1,0,0.0,6.8,75.0,10,3.3,2.64,0,0.0,50.0,7,16.7,0,14.3,63.8,7.7,0,0,0.0,4.8,83.3,6,-1.8,1.36,0,0.0,66.7,0,20.0,0,,149.3,0.0,1,0,0.0,14.5
Christopher Vizzina,170032,QB,CLEMSON,7,-28.21,1.04,64.0,27,9.9,2.54,0,0.0,55.6,9,6.3,0,33.3,71.1,9.4,0,0,0.0,5.4,80.0,21,5.6,2.3,0,0.0,66.7,8,12.5,0,37.5,79.3,11.1,0,0,0.0,5.2,54.5,13,11.2,2.24,0,0.0,38.5,1,16.7,0,0.0,60.1,0.0,0,0,0.0,6.2,100.0,7,-2.3,1.24,0,0.0,57.1,0,33.3,0,,75.3,0.0,0,0,0.0,6.1
Tayven Jackson,157615,QB,INDIANA,4,14.91,2.52,67.9,30,12.2,2.76,2,6.3,56.7,9,10.5,1,11.1,107.9,3.0,3,2,5.7,9.4,71.4,23,9.0,2.66,1,4.3,56.5,8,13.3,1,12.5,95.4,4.0,2,1,4.0,8.5,76.9,14,10.7,2.51,1,6.3,71.4,2,0.0,0,0.0,147.0,0.0,2,1,5.9,11.0,100.0,7,-2.3,1.89,0,0.0,85.7,1,0.0,0,0.0,146.1,0.0,1,0,0.0,9.6
Beau Pribula,164182,QB,PENN STATE,7,-1.32,1.47,80.8,27,11.3,2.61,3,10.0,70.4,9,9.5,0,11.1,137.7,3.2,5,0,0.0,9.0,81.3,16,8.6,2.69,2,12.5,75.0,7,7.7,0,14.3,133.6,5.3,3,0,0.0,7.1,83.3,19,7.8,2.52,1,4.5,73.7,2,6.7,1,0.0,112.2,0.0,2,0,0.0,8.5,87.5,8,-1.9,2.57,0,0.0,87.5,0,0.0,1,,44.3,0.0,0,0,0.0,4.1
Brandon Rose,158503,QB,UTAH,2,5.42,1.5,53.8,27,13.0,3.19,1,3.4,48.1,8,7.1,2,12.5,58.3,3.3,2,2,6.1,5.3,60.7,29,7.5,2.74,1,3.3,51.7,7,11.8,2,0.0,44.9,0.0,1,2,6.1,4.1,57.1,7,15.6,2.81,0,0.0,57.1,1,0.0,0,100.0,112.5,12.5,1,0,0.0,5.6,77.8,9,-2.3,1.3,0,0.0,66.7,0,14.3,0,,70.1,0.0,0,0,0.0,1.4
John White,184784,QB,SO MISS,3,17.23,6.72,54.2,26,13.5,2.92,1,3.4,46.2,13,7.7,3,38.5,34.5,14.7,0,2,5.4,8.0,50.0,17,9.2,2.3,0,0.0,47.1,10,0.0,2,40.0,21.3,19.0,0,1,4.3,4.7,76.9,14,12.6,3.31,1,6.3,64.3,4,10.0,1,25.0,73.5,5.6,0,1,5.0,11.4,100.0,5,-2.8,1.74,0,0.0,100.0,1,0.0,0,0.0,92.5,0.0,0,0,0.0,6.2
CJ Harris,130594,QB,CAL,2,1.63,-3.78,57.9,21,15.8,2.77,1,4.2,47.6,10,9.1,1,40.0,50.9,13.8,0,3,9.1,7.0,63.6,23,10.8,2.47,1,4.0,60.9,5,0.0,0,40.0,81.6,7.4,0,3,10.0,6.9,85.7,8,6.0,2.41,0,0.0,62.5,5,16.7,1,40.0,27.6,16.7,0,1,7.7,3.1,90.0,10,-2.0,1.54,0,0.0,90.0,0,0.0,0,,82.5,0.0,0,1,10.0,3.8
Garret Rangel,157795,QB,OKLA STATE,4,3.85,-4.65,57.1,30,9.6,2.77,0,0.0,50.0,10,6.3,1,10.0,78.2,2.9,2,2,5.9,6.3,55.6,20,10.2,2.62,0,0.0,50.0,7,0.0,1,0.0,88.1,0.0,2,2,9.5,7.7,66.7,13,6.7,2.6,0,0.0,53.8,3,12.5,0,33.3,59.5,5.9,0,0,0.0,3.0,100.0,3,-2.5,1.23,0,0.0,66.7,0,0.0,0,,70.1,0.0,0,0,0.0,1.3
Daniel Beale,197861,QB,LA LAFAYET,3,10.0,1.95,61.5,29,10.8,3.11,1,3.2,41.4,14,25.0,2,14.3,25.9,5.6,0,2,5.3,4.3,58.8,20,7.3,2.82,0,0.0,40.0,7,20.0,1,0.0,29.4,0.0,0,1,4.2,3.6,70.0,10,15.5,3.51,1,9.1,50.0,7,28.6,1,28.6,27.1,14.3,0,1,6.7,5.5,100.0,1,-3.0,2.2,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,0.0
Malachi Singleton,172426,QB,ARKANSAS,4,-23.81,-0.57,75.0,25,14.4,2.79,1,3.8,72.0,10,0.0,0,60.0,127.5,18.2,1,1,2.9,13.1,81.0,21,12.5,2.71,1,4.3,81.0,10,0.0,0,50.0,134.3,17.9,1,1,3.3,12.4,66.7,7,12.8,2.73,0,0.0,57.1,1,0.0,0,100.0,99.1,12.5,0,0,0.0,11.9,100.0,3,-2.0,1.87,0,0.0,100.0,1,0.0,0,0.0,88.9,0.0,0,0,0.0,5.3
Tommy Schuster,108954,QB,MICH STATE,4,25.6,3.5,75.0,28,7.0,3.22,0,0.0,67.9,14,9.5,0,35.7,88.2,14.7,0,2,5.9,7.1,71.4,21,7.2,2.87,0,0.0,61.9,12,13.3,0,33.3,78.7,16.0,0,2,8.0,6.0,87.5,8,5.1,3.75,0,0.0,87.5,3,0.0,0,66.7,106.3,18.2,0,0,0.0,9.5,100.0,1,-3.0,1.75,0,0.0,100.0,1,0.0,0,100.0,79.2,50.0,0,0,0.0,3.0
Dexter Williams II,129457,QB,GA SOUTHRN,4,-16.67,-0.3,66.7,25,15.5,2.87,3,11.5,60.0,6,6.3,0,16.7,128.5,3.4,3,0,0.0,8.8,71.4,21,13.0,2.72,3,13.6,66.7,5,6.7,0,20.0,107.2,4.2,1,0,0.0,8.1,77.8,10,10.2,2.6,0,0.0,50.0,1,28.6,0,0.0,115.8,0.0,2,0,0.0,7.8,100.0,6,-1.0,1.78,0,0.0,66.7,0,33.3,0,,76.4,0.0,0,0,0.0,4.5
Harrison Bailey,124266,QB,LOUISVILLE,3,3.57,1.24,78.6,30,9.1,2.59,1,3.3,70.0,7,4.5,0,0.0,123.6,0.0,3,0,0.0,7.2,84.2,21,7.9,2.6,1,4.8,71.4,5,6.3,0,0.0,128.0,0.0,3,0,0.0,6.4,75.0,12,7.8,2.42,0,0.0,75.0,2,0.0,0,0.0,96.5,0.0,0,0,0.0,7.7,100.0,3,-3.3,1.87,0,0.0,100.0,0,0.0,0,,83.3,0.0,0,0,0.0,4.0
Brandon Nunez,183978,QB,NEW MEX ST,5,5.36,1.26,48.0,27,12.9,2.62,0,0.0,37.0,10,16.7,1,20.0,55.6,6.5,2,1,3.1,3.2,50.0,16,8.8,2.43,0,0.0,37.5,5,14.3,0,20.0,45.8,5.6,0,0,0.0,2.4,50.0,14,13.4,2.65,0,0.0,42.9,5,14.3,1,20.0,62.8,6.3,2,1,6.3,3.6,66.7,3,-3.7,1.7,0,0.0,66.7,0,0.0,0,,70.1,0.0,0,0,0.0,0.7
Tahj Bullock,144070,QB,AKRON,9,24.62,4.35,78.6,14,5.5,2.49,0,0.0,71.4,11,9.1,0,45.5,97.3,25.0,0,1,4.3,8.6,84.6,15,0.8,2.02,0,0.0,60.0,3,18.2,0,33.3,67.6,6.3,0,0,0.0,3.7,92.3,13,3.2,2.2,0,0.0,84.6,8,8.3,0,50.0,100.3,22.2,0,1,5.3,8.1,100.0,14,-2.2,1.59,0,0.0,71.4,0,16.7,0,,74.1,0.0,0,0,0.0,2.9
