player,player_id,position,team_name,player_game_count,base_attempts,base_dropbacks,deep_attempts,deep_completion_percent,deep_accuracy_percent,deep_ypa,deep_big_time_throws,deep_btt_rate,deep_turnover_worthy_plays,deep_twp_rate,deep_interceptions,deep_touchdowns,deep_avg_depth_of_target,deep_avg_time_to_throw,deep_def_gen_pressures,deep_pressure_to_sack_rate,deep_sack_percent,deep_qb_rating,medium_attempts,medium_completion_percent,medium_accuracy_percent,medium_ypa,medium_big_time_throws,medium_btt_rate,medium_turnover_worthy_plays,medium_twp_rate,medium_interceptions,medium_touchdowns,medium_avg_depth_of_target,medium_avg_time_to_throw,medium_def_gen_pressures,medium_pressure_to_sack_rate,medium_sack_percent,medium_qb_rating,short_attempts,short_completion_percent,short_accuracy_percent,short_ypa,short_big_time_throws,short_btt_rate,short_turnover_worthy_plays,short_twp_rate,short_interceptions,short_touchdowns,short_avg_depth_of_target,short_avg_time_to_throw,short_def_gen_pressures,short_pressure_to_sack_rate,short_sack_percent,short_qb_rating,behind_los_attempts,behind_los_completion_percent,behind_los_accuracy_percent,behind_los_ypa,behind_los_big_time_throws,behind_los_btt_rate,behind_los_turnover_worthy_plays,behind_los_twp_rate,behind_los_interceptions,behind_los_touchdowns,behind_los_avg_depth_of_target,behind_los_avg_time_to_throw,behind_los_def_gen_pressures,behind_los_pressure_to_sack_rate,behind_los_sack_percent,behind_los_qb_rating
Khalib Johnson,156331,QB,KENNESAW,3,22,25,8,0.0,0.0,0.0,0,0.0,1,12.5,2,0,31.5,2.95,2,0.0,0.0,0.0,3,33.3,66.7,4.0,0,0.0,1,33.3,0,0,14.7,3.37,1,0.0,0.0,46.5,10,40.0,50.0,3.7,1,10.0,1,10.0,1,0,4.6,2.95,3,0.0,0.0,11.3,1,100.0,100.0,8.0,0,0.0,0,0.0,0,0,-3.0,2.7,0,,0.0,100.0
Henry Hesson,145798,QB,MIAMI OH,5,18,25,3,0.0,0.0,0.0,0,0.0,1,33.3,0,0,26.3,2.47,1,0.0,0.0,39.6,5,80.0,80.0,11.4,0,0.0,0,0.0,0,1,14.8,2.76,1,0.0,0.0,153.8,5,60.0,60.0,7.2,0,0.0,0,0.0,0,0,4.2,2.68,1,0.0,0.0,82.1,2,0.0,0.0,0.0,0,0.0,0,0.0,0,0,-2.0,2.65,0,,0.0,39.6
Max Johnson,124099,QB,N CAROLINA,1,19,24,2,0.0,0.0,0.0,0,0.0,0,0.0,1,0,25.5,2.75,1,0.0,0.0,0.0,2,50.0,50.0,5.0,0,0.0,0,0.0,0,0,10.5,2.45,1,0.0,0.0,64.6,7,57.1,71.4,4.6,0,0.0,0,0.0,0,0,5.3,1.74,1,0.0,0.0,68.8,7,100.0,100.0,4.1,0,0.0,0,0.0,0,0,-4.3,2.01,0,,0.0,83.9
Billy Atkins,148354,QB,JAMES MAD,2,24,24,8,37.5,62.5,9.5,2,25.0,0,0.0,0,1,28.4,3.2,3,0.0,0.0,112.5,2,50.0,50.0,7.5,0,0.0,0,0.0,0,0,12.0,3.0,0,,0.0,75.0,10,90.0,100.0,7.9,0,0.0,0,0.0,0,0,4.9,2.05,0,,0.0,99.6,3,100.0,100.0,3.7,0,0.0,0,0.0,0,0,-5.3,1.53,1,0.0,0.0,81.9
Logan Smothers,129713,QB,JVILLE ST,2,19,23,2,50.0,50.0,23.5,0,0.0,0,0.0,0,0,32.0,2.5,0,,0.0,95.8,5,20.0,20.0,3.4,0,0.0,0,0.0,0,0,11.6,1.9,1,0.0,0.0,41.3,8,75.0,87.5,5.5,0,0.0,0,0.0,0,0,4.1,1.83,0,,0.0,87.5,3,100.0,100.0,5.0,0,0.0,0,0.0,0,0,-5.3,1.37,0,,0.0,87.5
Deuce Hogan,129470,QB,NEW MEX ST,2,19,22,4,0.0,25.0,0.0,1,20.0,1,20.0,1,0,25.0,3.1,2,0.0,0.0,0.0,4,25.0,50.0,4.8,0,0.0,0,0.0,0,0,16.3,3.23,0,,0.0,46.9,6,66.7,66.7,3.0,0,0.0,0,0.0,1,0,5.5,1.9,1,0.0,0.0,30.6,1,100.0,100.0,-6.0,0,0.0,0,0.0,0,0,-5.0,3.3,0,,0.0,79.2
Heinrich Haarberg,144993,QB,NEBRASKA,5,18,20,5,0.0,0.0,0.0,0,0.0,1,16.7,1,0,25.6,3.14,2,0.0,0.0,0.0,3,66.7,66.7,12.0,0,0.0,0,0.0,0,0,15.0,2.63,0,,0.0,107.6,8,75.0,75.0,7.3,0,0.0,0,0.0,0,0,5.0,2.35,1,0.0,0.0,94.8,2,100.0,100.0,3.5,0,0.0,0,0.0,0,0,-3.5,1.35,0,,0.0,81.3
Julian Dugger,183269,QB,PITTSBURGH,1,13,19,2,0.0,50.0,0.0,1,50.0,0,0.0,0,0,31.0,3.2,0,,0.0,39.6,2,100.0,100.0,13.5,0,0.0,0,0.0,0,2,13.5,3.2,1,0.0,0.0,158.3,6,50.0,50.0,5.2,0,0.0,1,16.7,1,0,5.3,2.52,2,0.0,0.0,25.7,2,100.0,100.0,7.0,0,0.0,0,0.0,0,0,-4.5,0.95,0,,0.0,95.8
Malachi Nelson,174203,QB,BOISE ST,3,17,19,1,0.0,0.0,0.0,1,50.0,0,0.0,0,0,34.0,4.1,0,,0.0,39.6,3,66.7,66.7,13.0,0,0.0,0,0.0,1,0,14.0,2.4,1,0.0,0.0,70.1,11,81.8,90.9,7.6,0,0.0,0,0.0,0,0,3.7,2.19,0,,0.0,98.5,2,50.0,50.0,2.5,0,0.0,0,0.0,0,0,-4.0,1.65,0,,0.0,56.3
Josh Johnson,186429,QB,AIR FORCE,5,14,19,8,37.5,37.5,12.1,2,25.0,3,37.5,3,1,30.3,3.35,6,0.0,0.0,83.9,1,100.0,100.0,18.0,0,0.0,0,0.0,0,0,13.0,4.1,1,0.0,0.0,118.8,5,40.0,80.0,2.2,0,0.0,0,0.0,0,0,4.4,1.74,0,,0.0,47.9,0,,,,0,,0,,0,0,,,0,,,0.0
Brad Jackson,184354,QB,TEXAS ST,2,15,18,2,0.0,0.0,0.0,0,0.0,0,0.0,0,0,23.5,4.25,1,0.0,0.0,39.6,3,33.3,33.3,9.3,0,0.0,1,33.3,0,0,12.3,2.43,1,0.0,0.0,68.8,4,75.0,75.0,20.8,0,0.0,0,0.0,0,1,5.0,1.85,2,0.0,0.0,156.3,4,100.0,100.0,1.8,0,0.0,0,0.0,0,0,-2.3,1.38,0,,0.0,79.2
Israel Carter,175310,QB,USF,3,14,18,4,50.0,50.0,15.0,1,25.0,0,0.0,0,2,32.3,3.28,2,0.0,0.0,135.4,2,100.0,100.0,42.5,0,0.0,0,0.0,0,1,11.0,2.8,0,,0.0,158.3,4,100.0,100.0,10.3,0,0.0,0,0.0,0,1,5.8,2.13,1,0.0,0.0,149.0,2,100.0,100.0,8.5,0,0.0,0,0.0,0,0,-4.0,2.05,0,,0.0,102.1
Dewayne Coleman,163179,QB,ARMY,6,16,18,3,33.3,33.3,6.0,1,20.0,0,0.0,0,1,23.3,2.7,1,0.0,0.0,94.4,4,75.0,75.0,11.8,0,0.0,0,0.0,0,0,14.3,2.88,3,0.0,0.0,113.5,9,77.8,77.8,6.2,0,0.0,0,0.0,0,0,4.6,2.36,3,0.0,0.0,92.6,0,,,,0,,0,,0,0,,,0,,,0.0
Ryan Hilinski,71295,QB,NWESTERN,3,16,16,5,40.0,60.0,11.4,1,16.7,1,16.7,1,0,26.8,2.8,2,0.0,0.0,43.3,2,50.0,50.0,8.0,0,0.0,0,0.0,0,0,13.5,2.05,0,,0.0,77.1,5,80.0,80.0,7.4,0,0.0,0,0.0,0,0,3.4,2.06,2,0.0,0.0,97.5,2,100.0,100.0,5.5,0,0.0,0,0.0,0,0,-2.0,1.4,0,,0.0,89.6
Lucian Anderson III,173364,QB,BOWL GREEN,4,12,16,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,23.0,3.3,1,0.0,0.0,39.6,3,33.3,33.3,5.3,0,0.0,0,0.0,1,0,14.0,3.7,0,,0.0,12.5,5,60.0,80.0,3.0,0,0.0,0,0.0,0,1,2.6,2.14,0,,0.0,104.2,2,50.0,50.0,0.5,0,0.0,0,0.0,0,0,-1.5,2.7,1,0.0,0.0,56.3
Michael Merdinger,183334,QB,N CAROLINA,1,12,16,2,50.0,50.0,11.5,0,0.0,0,0.0,0,0,21.5,4.65,1,0.0,0.0,91.7,2,100.0,100.0,17.5,0,0.0,0,0.0,0,0,16.0,2.95,0,,0.0,118.8,6,66.7,66.7,4.7,0,0.0,0,0.0,1,0,3.8,2.25,3,0.0,0.0,37.5,2,100.0,100.0,0.0,0,0.0,0,0.0,0,0,-4.5,1.7,0,,0.0,79.2
Amari Jones,156543,QB,FIU,3,12,16,2,50.0,50.0,15.0,1,50.0,0,0.0,0,0,24.5,2.75,0,,0.0,95.8,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,10.0,5.0,1,0.0,0.0,39.6,5,60.0,60.0,11.4,0,0.0,1,16.7,1,1,5.6,2.08,3,0.0,0.0,99.6,3,100.0,100.0,4.0,0,0.0,0,0.0,0,0,-4.0,2.07,1,0.0,0.0,83.3
Jeremiah Salem,157478,QB,E MICHIGAN,3,12,15,0,,,,0,0.0,0,0.0,0,0,,,0,,,0.0,4,50.0,50.0,25.8,0,0.0,1,25.0,1,1,13.3,3.18,2,0.0,0.0,95.8,5,80.0,80.0,4.6,0,0.0,0,0.0,0,0,4.4,2.1,1,0.0,0.0,85.8,3,100.0,100.0,0.7,0,0.0,0,0.0,0,0,-2.7,1.7,0,,0.0,79.2
Cardell Williams,156190,QB,TULSA,5,11,15,3,0.0,0.0,0.0,0,0.0,0,0.0,0,0,29.3,2.9,1,0.0,0.0,39.6,1,100.0,100.0,19.0,0,0.0,0,0.0,0,0,16.0,2.5,0,,0.0,118.8,3,100.0,100.0,6.0,0,0.0,0,0.0,0,0,5.0,2.17,0,,0.0,91.7,2,50.0,50.0,0.0,0,0.0,0,0.0,0,0,-5.0,2.05,1,0.0,0.0,56.3
Ryan Boe,190878,QB,NWESTERN,1,13,14,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,29.0,3.5,0,,0.0,39.6,5,20.0,20.0,3.6,0,0.0,1,20.0,1,0,11.8,3.08,2,0.0,0.0,2.5,4,75.0,75.0,6.0,0,0.0,0,0.0,0,0,6.3,2.15,0,,0.0,89.6,0,,,,0,,0,,0,0,,,0,,,0.0
Julian Sayin,183708,QB,OHIO STATE,4,12,14,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,32.0,2.3,1,0.0,0.0,39.6,4,25.0,25.0,13.8,0,0.0,0,0.0,0,1,12.5,2.25,0,,0.0,118.8,6,66.7,83.3,4.8,0,0.0,0,0.0,0,0,5.0,2.18,0,,0.0,77.8,0,,,,0,,0,,0,0,,,0,,,0.0
Ui Ale,173036,QB,HOUSTON,2,13,14,0,,,,0,,0,,0,0,,,0,,,0.0,5,40.0,60.0,6.0,0,0.0,0,0.0,0,0,13.0,2.44,1,0.0,0.0,60.4,6,100.0,100.0,9.3,0,0.0,0,0.0,0,1,5.7,2.25,1,0.0,0.0,145.1,2,100.0,100.0,13.0,0,0.0,0,0.0,0,0,-2.5,1.25,0,,0.0,118.8
Connor Moberly,184835,QB,IOWA STATE,2,10,14,2,0.0,0.0,0.0,0,0.0,0,0.0,0,0,27.0,2.15,0,,0.0,39.6,1,100.0,100.0,17.0,0,0.0,0,0.0,0,0,13.0,2.2,0,,0.0,118.8,6,50.0,66.7,4.2,0,0.0,0,0.0,1,0,4.3,2.37,0,,0.0,21.5,1,100.0,100.0,7.0,0,0.0,0,0.0,0,0,-1.0,1.7,1,0.0,0.0,95.8
Chayden Peery,143925,QB,FIU,1,12,14,2,50.0,50.0,14.0,1,50.0,0,0.0,0,1,24.5,3.15,2,0.0,0.0,135.4,0,,,,0,,0,,0,0,,,0,,,0.0,6,66.7,66.7,5.0,0,0.0,0,0.0,0,0,4.5,2.05,1,0.0,0.0,78.5,2,100.0,100.0,0.0,0,0.0,0,0.0,0,0,-2.5,1.55,0,,0.0,79.2
Ken Seals,124359,QB,TCU,5,13,14,0,,,,0,,0,,0,0,,,0,,,0.0,0,,,,0,,0,,0,0,,,0,,,0.0,5,100.0,100.0,11.4,0,0.0,0,0.0,0,0,3.6,1.58,0,,0.0,114.2,5,100.0,100.0,8.0,0,0.0,0,0.0,0,1,-3.6,1.58,0,,0.0,139.6
Braden Bohannon,160367,QB,KENNESAW,1,11,13,2,0.0,0.0,0.0,0,0.0,1,50.0,0,0,27.5,2.8,1,0.0,0.0,39.6,1,100.0,100.0,30.0,0,0.0,0,0.0,0,0,15.0,2.9,0,,0.0,118.8,7,57.1,71.4,3.0,0,0.0,0,0.0,0,0,4.9,2.33,0,,0.0,62.2,0,,,,0,,0,,0,0,,,0,,,0.0
Jake Merklinger,184888,QB,TENNESSEE,2,9,12,0,,,,0,,0,,0,0,,,0,,,0.0,1,0.0,100.0,0.0,0,0.0,0,0.0,0,0,10.0,2.3,1,0.0,0.0,39.6,6,100.0,100.0,8.0,0,0.0,0,0.0,0,0,5.0,2.03,0,,0.0,100.0,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,-3.0,3.9,1,0.0,0.0,39.6
Roman Gagliano,183961,QB,MIDDLE TN,2,10,12,1,0.0,100.0,0.0,1,100.0,0,0.0,0,0,30.0,2.4,0,,0.0,39.6,2,50.0,50.0,22.0,0,0.0,0,0.0,0,0,11.5,2.75,1,0.0,0.0,95.8,5,40.0,40.0,0.4,0,0.0,1,20.0,0,0,2.6,1.76,0,,0.0,47.9,2,100.0,100.0,-2.0,0,0.0,0,0.0,0,0,-4.0,2.6,0,,0.0,79.2
Will Perry,184159,QB,UMASS,1,11,12,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,26.0,2.2,0,,0.0,39.6,3,66.7,66.7,9.0,0,0.0,0,0.0,0,1,14.7,2.73,1,0.0,0.0,134.7,6,83.3,100.0,7.5,0,0.0,0,0.0,0,0,5.5,2.42,2,0.0,0.0,97.9,0,,,,0,,0,,0,0,,,0,,,0.0
Ahmad Haston,173396,QB,UMASS,3,9,12,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,21.0,1.8,0,,0.0,39.6,0,,,,0,,0,,0,0,,,0,,,0.0,4,100.0,100.0,4.8,0,0.0,0,0.0,0,0,4.5,2.43,0,,0.0,86.5,4,100.0,100.0,5.0,0,0.0,0,0.0,0,0,-1.5,1.93,1,0.0,0.0,87.5
Jayden Mandal,173516,QB,FRESNO ST,4,9,11,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,37.0,3.6,0,,0.0,39.6,4,25.0,25.0,5.3,0,0.0,2,40.0,2,0,16.0,2.45,1,0.0,0.0,9.4,2,100.0,100.0,5.0,0,0.0,0,0.0,0,0,1.5,3.55,1,0.0,0.0,87.5,1,100.0,100.0,8.0,0,0.0,0,0.0,0,0,-1.0,2.7,1,0.0,0.0,100.0
Gunnar Gray,171202,QB,BUFFALO,1,11,11,0,,,,0,,0,,0,0,,,0,,,0.0,4,25.0,25.0,4.5,0,0.0,1,25.0,1,0,15.0,2.53,1,0.0,0.0,6.3,4,50.0,50.0,3.0,0,0.0,0,0.0,0,0,3.8,1.63,0,,0.0,56.3,1,100.0,100.0,11.0,0,0.0,0,0.0,0,0,-4.0,1.2,0,,0.0,112.5
Tim Carpenter,190715,QB,TULSA,4,9,11,3,33.3,33.3,10.7,1,25.0,0,0.0,0,0,32.3,2.73,0,,0.0,74.3,1,100.0,100.0,6.0,0,0.0,0,0.0,0,1,12.0,1.8,0,,0.0,131.3,4,50.0,75.0,2.0,0,0.0,1,25.0,0,1,4.8,2.08,0,,0.0,95.8,0,,,,0,,0,,0,0,,,0,,,0.0
Bert Emanuel Jr.,158581,QB,C MICHIGAN,3,6,10,2,100.0,100.0,35.0,2,100.0,0,0.0,0,1,25.5,2.45,1,0.0,0.0,158.3,2,0.0,0.0,0.0,0,0.0,1,50.0,0,0,14.0,2.5,0,,0.0,39.6,1,100.0,100.0,7.0,0,0.0,0,0.0,0,1,8.0,2.9,0,,0.0,135.4,1,100.0,100.0,22.0,0,0.0,0,0.0,0,0,-2.0,2.4,0,,0.0,118.8
Reese Poffenbarger,145346,QB,MIAMI FL,1,7,10,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,32.0,5.0,0,,0.0,39.6,0,,,,0,,0,,0,0,,,0,,,0.0,2,100.0,100.0,5.5,0,0.0,0,0.0,0,0,2.5,1.9,0,,0.0,89.6,4,100.0,100.0,2.3,0,0.0,0,0.0,0,0,-3.5,1.55,0,,0.0,79.2
Nate Hampton,147548,QB,LIBERTY,1,9,10,4,25.0,25.0,9.0,1,25.0,0,0.0,0,1,31.5,4.33,1,0.0,0.0,104.2,0,,,,0,,0,,0,0,,,0,,,0.0,3,33.3,33.3,1.3,0,0.0,1,33.3,1,0,6.0,2.1,1,0.0,0.0,2.8,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,-4.0,2.2,1,0.0,0.0,39.6
Jalen Macon,153929,QB,N ILLINOIS,1,7,9,0,,,,0,,0,,0,0,,,0,,,0.0,2,100.0,100.0,12.5,0,0.0,0,0.0,0,0,11.5,2.75,0,,0.0,118.8,5,40.0,80.0,5.0,0,0.0,0,0.0,0,0,2.0,2.64,4,0.0,0.0,56.3,0,,,,0,,0,,0,0,,,0,,,0.0
Cameran Brown,184894,QB,TEXAS TECH,2,9,9,0,,,,0,,0,,0,0,,,0,,,0.0,2,0.0,0.0,0.0,0,0.0,1,50.0,1,0,14.5,2.15,0,,0.0,0.0,5,40.0,40.0,2.6,0,0.0,0,0.0,0,0,5.8,1.68,0,,0.0,47.9,2,100.0,100.0,-1.0,0,0.0,0,0.0,0,0,-6.0,1.4,0,,0.0,79.2
Davis Beville,99588,QB,S CAROLINA,3,7,9,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,51.0,3.5,0,,0.0,39.6,0,,,,0,,0,,0,0,,,0,,,0.0,6,83.3,100.0,7.7,0,0.0,0,0.0,0,1,4.2,2.47,3,0.0,0.0,138.2,0,,,,0,,0,,0,0,,,0,,,0.0
Dante Moore,173983,QB,OREGON,4,8,9,0,,,,0,0.0,0,0.0,0,0,,,0,,,0.0,0,,,,0,,0,,0,0,,,0,,,0.0,3,100.0,100.0,6.3,0,0.0,0,0.0,0,0,5.3,2.27,0,,0.0,93.1,4,100.0,100.0,7.5,0,0.0,0,0.0,0,0,-3.3,1.78,0,,0.0,97.9
Broc Lowry,173383,QB,W MICHIGAN,5,6,9,0,,,,0,,0,,0,0,,,0,,,0.0,0,,,,0,,0,,0,0,,,0,,,0.0,4,50.0,50.0,3.3,0,0.0,0,0.0,0,0,3.5,2.2,0,,0.0,57.3,1,100.0,100.0,3.0,0,0.0,0,0.0,0,0,-1.0,1.6,0,,0.0,79.2
JD Sherrod,172365,QB,KENT STATE,2,7,9,2,0.0,0.0,0.0,0,0.0,0,0.0,0,0,34.5,2.6,0,,0.0,39.6,1,100.0,100.0,13.0,0,0.0,0,0.0,0,0,10.0,1.8,1,0.0,0.0,118.8,3,33.3,33.3,1.7,0,0.0,1,33.3,0,0,5.3,2.0,1,0.0,0.0,42.4,0,,,,0,,0,,0,0,,,0,,,0.0
Brady Lichtenberg,144226,QB,CINCINNATI,2,5,9,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,28.0,5.1,0,,0.0,39.6,0,,,,0,,0,,0,0,,,0,,,0.0,4,75.0,75.0,6.3,0,0.0,0,0.0,0,0,5.3,2.78,0,,0.0,90.6,0,,,,0,,0,,0,0,,,0,,,0.0
Cole Pennington,156787,QB,MARSHALL,2,7,8,1,100.0,100.0,16.0,0,0.0,0,0.0,0,1,23.0,2.5,1,0.0,0.0,158.3,0,,,,0,,0,,0,0,,,0,,,0.0,5,60.0,60.0,7.2,0,0.0,1,20.0,0,0,4.8,1.98,0,,0.0,82.1,1,100.0,100.0,5.0,0,0.0,0,0.0,0,0,-1.0,1.3,0,,0.0,87.5
John-Keawe Sagapolutele,175709,QB,HAWAII,2,7,8,2,0.0,0.0,0.0,0,0.0,1,50.0,1,0,26.5,2.75,1,0.0,0.0,0.0,2,50.0,50.0,9.0,1,50.0,0,0.0,1,0,14.0,2.25,0,,0.0,41.7,1,100.0,100.0,9.0,0,0.0,0,0.0,0,0,5.0,1.8,0,,0.0,104.2,2,100.0,100.0,7.5,0,0.0,0,0.0,0,0,-1.5,1.85,0,,0.0,97.9
Rickie Collins,172474,QB,LSU,3,5,8,0,,,,0,,0,,0,0,,,0,,,0.0,1,100.0,100.0,12.0,0,0.0,0,0.0,0,0,11.0,2.4,0,,0.0,116.7,2,100.0,100.0,6.5,0,0.0,0,0.0,0,0,3.0,1.8,0,,0.0,93.8,2,100.0,100.0,5.0,0,0.0,0,0.0,0,0,-2.0,1.6,0,,0.0,87.5
Kyle Lowe,156595,QB,GA STATE,2,7,8,2,0.0,50.0,0.0,0,0.0,1,50.0,0,0,23.5,2.95,1,0.0,0.0,39.6,3,66.7,66.7,7.0,0,0.0,0,0.0,0,1,13.3,2.27,2,0.0,0.0,126.4,0,,,,0,,0,,0,0,,,0,,,0.0,1,100.0,100.0,-3.0,0,0.0,0,0.0,0,0,-2.0,1.2,0,,0.0,79.2
Lex Thomas,170381,QB,NC STATE,2,8,8,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,42.0,2.7,0,,0.0,39.6,1,100.0,100.0,40.0,0,0.0,0,0.0,0,1,13.0,2.1,0,,0.0,158.3,3,66.7,66.7,8.7,0,0.0,1,33.3,1,0,5.0,2.17,2,0.0,0.0,54.2,3,66.7,66.7,-0.3,0,0.0,0,0.0,0,0,-2.3,1.9,0,,0.0,70.1
Cameron Edge,162791,QB,MARYLAND,2,8,8,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,24.0,2.5,0,,0.0,39.6,2,50.0,50.0,9.0,0,0.0,0,0.0,0,0,14.0,2.25,1,0.0,0.0,81.3,1,100.0,100.0,8.0,0,0.0,0,0.0,0,0,7.0,2.0,0,,0.0,100.0,3,100.0,100.0,13.7,0,0.0,0,0.0,0,1,-3.7,1.17,0,,0.0,158.3
Ryan Staub,171906,QB,COLORADO,3,4,7,0,,,,0,,0,,0,0,,,0,,,0.0,2,0.0,0.0,0.0,0,0.0,0,0.0,0,0,13.0,1.95,0,,0.0,39.6,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,5.0,1.4,0,,0.0,39.6,0,,,,0,,0,,0,0,,,0,,,0.0
Michael Johnson Jr.,97796,QB,SYRACUSE,1,3,7,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,38.0,4.6,0,,0.0,39.6,1,100.0,100.0,19.0,1,100.0,0,0.0,0,0,19.0,6.2,1,0.0,0.0,118.8,1,100.0,100.0,12.0,0,0.0,0,0.0,0,0,8.0,2.5,0,,0.0,116.7,0,,,,0,,0,,0,0,,,0,,,0.0
Ta'Quan Roberson,101625,QB,KANSAS ST,3,7,7,0,,,,0,,0,,0,0,,,0,,,0.0,2,50.0,50.0,7.0,0,0.0,0,0.0,0,0,13.5,4.75,2,0.0,0.0,72.9,5,40.0,60.0,0.8,0,0.0,0,0.0,0,0,3.8,1.98,1,0.0,0.0,47.9,0,,,,0,,0,,0,0,,,0,,,0.0
Dylan Lonergan,172386,QB,ALABAMA,2,6,7,0,,,,0,,0,,0,0,,,0,,,0.0,0,,,,0,,0,,0,0,,,0,,,0.0,5,80.0,80.0,3.4,0,0.0,0,0.0,0,0,4.0,2.0,2,0.0,0.0,80.8,1,100.0,100.0,6.0,0,0.0,0,0.0,0,0,-2.0,1.5,0,,0.0,91.7
Jackson Brousseau,173480,QB,COLO STATE,1,6,7,1,0.0,0.0,0.0,0,0.0,1,100.0,1,0,24.0,2.5,1,0.0,0.0,0.0,0,,,,0,,0,,0,0,,,0,,,0.0,0,,,,0,,0,,0,0,,,0,,,0.0,4,75.0,100.0,3.8,0,0.0,0,0.0,0,0,-2.5,2.35,0,,0.0,80.2
Cole Ballard,173062,QB,KANSAS,1,6,7,0,,,,0,,0,,0,0,,,0,,,0.0,3,66.7,66.7,12.0,0,0.0,0,0.0,0,0,13.3,3.4,0,,0.0,107.6,2,100.0,100.0,4.0,0,0.0,0,0.0,0,1,2.5,1.85,0,,0.0,122.9,1,100.0,100.0,7.0,0,0.0,0,0.0,0,0,-1.0,2.3,0,,0.0,95.8
Aidan Leffler,163088,QB,BALL ST,2,6,6,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,30.0,2.0,0,,0.0,39.6,0,,,,0,,0,,0,0,,,0,,,0.0,1,100.0,100.0,5.0,0,0.0,0,0.0,0,0,5.0,1.6,1,0.0,0.0,87.5,1,100.0,100.0,1.0,0,0.0,0,0.0,0,0,-4.0,1.2,0,,0.0,79.2
Haden Carlson,123620,QB,FIU,1,6,6,0,,,,0,,0,,0,0,,,0,,,0.0,1,0.0,0.0,0.0,0,0.0,1,100.0,1,0,11.0,2.8,0,,0.0,0.0,4,75.0,75.0,9.5,0,0.0,1,25.0,1,0,6.0,1.95,1,0.0,0.0,64.6,1,100.0,100.0,-1.0,0,0.0,0,0.0,0,0,-5.0,3.3,0,,0.0,79.2
Kiael Kelly,145634,QB,BALL ST,5,5,6,0,,,,0,,0,,0,0,,,0,,,0.0,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,13.0,4.1,0,,0.0,39.6,0,,,,0,,0,,0,0,,,0,,,0.0,3,100.0,100.0,4.3,0,0.0,0,0.0,0,0,-5.3,1.8,0,,0.0,84.7
Keldric Luster,175287,QB,SMU,3,3,6,2,0.0,0.0,0.0,0,0.0,1,50.0,0,0,37.0,2.25,0,,0.0,39.6,0,,,,0,,0,,0,0,,,0,,,0.0,0,,,,0,0.0,0,0.0,0,0,,,0,,,0.0,1,100.0,100.0,0.0,0,0.0,0,0.0,0,0,-4.0,0.6,0,,0.0,79.2
Cameron Friel,146195,QB,UNLV,4,6,6,1,100.0,100.0,30.0,0,0.0,0,0.0,0,0,28.0,3.6,0,,0.0,118.8,1,100.0,100.0,16.0,0,0.0,0,0.0,0,0,12.0,4.3,1,0.0,0.0,118.8,3,100.0,100.0,6.0,0,0.0,0,0.0,0,0,5.3,1.53,1,0.0,0.0,91.7,1,0.0,100.0,0.0,0,0.0,0,0.0,0,0,-6.0,3.4,0,,0.0,39.6
Jacobe Robinson,174006,QB,BOSTON COL,1,3,6,0,,,,0,,0,,0,0,,,0,,,0.0,0,,,,0,,0,,0,0,,,0,,,0.0,3,66.7,100.0,7.7,0,0.0,0,0.0,0,0,6.3,2.07,1,0.0,0.0,89.6,0,,,,0,,0,,0,0,,,0,,,0.0
Landry Lyddy,156581,QB,UAB,2,5,6,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,24.0,1.8,1,0.0,0.0,39.6,0,,,,0,,0,,0,0,,,0,,,0.0,4,25.0,75.0,0.0,0,0.0,0,0.0,0,0,3.8,2.28,1,0.0,0.0,39.6,0,,,,0,,0,,0,0,,,0,,,0.0
Jacob Conover,70963,QB,UTAH ST,1,4,6,0,,,,0,,0,,0,0,,,0,,,0.0,0,,,,0,,0,,0,0,,,0,,,0.0,1,100.0,100.0,18.0,0,0.0,0,0.0,0,0,6.0,2.4,1,0.0,0.0,118.8,2,50.0,50.0,2.0,0,0.0,0,0.0,0,0,-4.0,1.8,1,0.0,0.0,56.3
Walker White,184413,QB,AUBURN,1,5,6,0,,,,0,,0,,0,0,,,0,,,0.0,3,33.3,33.3,4.3,0,0.0,1,33.3,0,0,13.0,2.23,0,,0.0,47.9,2,50.0,50.0,2.5,0,0.0,0,0.0,0,0,5.5,1.6,0,,0.0,56.3,0,,,,0,,0,,0,0,,,0,,,0.0
